Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,District,Municipality,Road No.,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
681,D1525 over river,Bridge,Bridge,8/3/2021,Sekhukhune,,,6/30/2022,8/3/2021,727204,1388375,1688610,69820,891586,30100,10.2,5.5,1.69,,,,,,,,,,,,,1,0.472,57
769,D2538 over river,Bridge,Bridge Cellular,8/18/2021,Sekhukhune,,,6/30/2022,8/18/2021,712829,2032712,3048915,815440,1520646,24450,,,,,21.5,5.8,0,,,,,,,,,,0.501,57
806,D710 over Klien Sand river.,Major Culvert,Culvert Major,7/26/2021,Waterberg,,,6/30/2022,7/1/2021,1237871,2699566,3145248,201080,1706297,24450,,,,,26.8,4.8,0,,,,,,,,,,0.458,62
814,P171/1 over river,Bridge,Bridge,8/3/2021,Sekhukhune,,,6/30/2022,8/3/2021,4627489,6635305,7395570,31720,2736361,30100,18,13.65,4.6,,,,,,,,,,,,,1,0.63,37
837,D217 over Mogalakwena river,Bridge,Bridge,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,5586351,13339232,14261980,175490,8500141,30100,89.4,5.3,5.79,,,,,,,,,,,,,1,0.404,74
86,P95/1 over canal,Bridge,Bridge,8/3/2021,Sekhukhune,,,6/30/2022,8/3/2021,1013619,2663153,2853480,321810,1518051,30100,7.9,12,0,,,,,,,,,,,,,1,0.468,58
88,P1/3 over Pienaars river,Bridge,Bridge,9/7/2021,Waterberg,,,6/30/2022,8/16/2021,6010523,10819719,12912900,239320,6663057,30100,32.5,13.2,4,,,,,,,,,,,,,1,0.484,54
929,929 - D1498,Bridge,Bridge Cellular,9/5/2021,Mopani,,,6/30/2022,9/5/2021,3571669,5405046,5530590,120000,1838921,24450,,,,,19.5,11.6,0.95,,,,,,,,,,0.668,38
B194,Truss structure over Steelpoortriver,Bridge,Bridge,2/3/2022,Sekhukhune,,,6/30/2022,1/18/2022,2851527,6580819,9218125,61400,6305198,30100,62.5,4.9,0,,,,,,,,,,,,,1,0.316,96
B6026,D4200 over Dithothwaneng River,Bridge,Bridge,9/1/2021,Sekhukhune,,,6/30/2022,9/1/2021,11869485,10232704,12457640,339000,249153,30100,30.1,13.75,5.7,,,,,,,,,,,,,1,0.98,2
C10001,Mokhutswe River Major Culvert,Major Culvert,Culvert Major,7/22/2021,Capricorn,,,6/30/2022,7/22/2021,1204092,4388266,4388267,1379500,1804675,24450,,,,,9.96,18.02,1.8,,,,,,,,,,0.589,47
C10002,D1200 over Ga-Manasona Tributary 1,Major Culvert,Culvert Major,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,394827,805335,836190,97480,343883,24450,,,,,6,5.7,0.3,,,,,,,,,,0.589,47
C10003,D1200 over Ga-Mamasonya River Tributary 2,Major Culvert,Culvert Major,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,336077,812442,836190,156230,343883,24450,,,,,6,5.7,0.3,,,,,,,,,,0.589,47
C10004,D3277 over Morotsi Tributary 1,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,162368,477886,512863.2,139580,210915,24450,,,,,2.4,8.74,0.3,,,,,,,,,,0.589,47
C10005,D3277 over Morotsi River Tributary 2,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,134387,470603,512863.2,167561,210915,24450,,,,,2.4,8.74,0.3,,,,,,,,,,0.589,47
C10006,D3277 over Morotsi River tributary 3,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,208348,486656,512863.2,93600,210915,24450,,,,,2.4,8.74,0.1,,,,,,,,,,0.589,47
C10007,D3277 over Morotsi River Tributary,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,152068,470603,512863.2,149880,210915,24450,,,,,2.4,8.74,0.2,,,,,,,,,,0.589,47
C10008,D3277 over Morotsi River Tributary 5,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,935340,1172697,1312476,113000,264136,24450,,,,,5.5,9.76,0.2,,,,,,,,,,0.799,23
C10009,D3277 over Morotsi Tributary 6,Major Culvert,Culvert Major,8/25/2021,Mopani,,,6/30/2022,8/25/2021,320221,771192,859075.2,185560,353295,24450,,,,,3.6,9.76,0.3,,,,,,,,,,0.589,47
C10010,D3277 over Morotsi River Tributary 7,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,99185,550946,644306.4,280150,264971,24450,,,,,2.7,9.76,0.3,,,,,,,,,,0.589,47
C10011,D3277 over Morotsi River Tributary 9,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,400154,887833,985824,180250,405420,24450,,,,,3.6,11.2,0.5,,,,,,,,,,0.589,47
C10012,New culver located.,Major Culvert,Culvert Major,2/3/2022,Mopani,,,6/30/2022,1/16/2022,2152162,2097123,2171160,0,18998,24450,,,,,6,14.8,0.6,,,,,,,,,,0.991,1
C10013,D1089 over groot nyl river,Major Culvert,Culvert Major,7/27/2021,Waterberg,,,6/30/2022,6/30/2021,2194805,3333622,3621534,750,1425979,24450,,,,,9.2,16.1,0.3,,,,,,,,,,0.606,45
C10014,D1942 over river ,Major Culvert,Culvert Major,2/4/2022,Vhembe,,,6/30/2022,1/13/2022,0,1,0,0,0,24450,,,,,0,0,0,,,,,,,,,,0.589,47
C10015,D1942 over river,Major Culvert,Culvert Major,2/4/2022,Vhembe,,,6/30/2022,1/13/2022,1,1,0,10760,0,24450,,,,,5,0,0,,,,,,,,,,0.589,47
M6508,Over canal,Bridge,Bridge Cellular,8/2/2021,,,,6/30/2022,8/2/2021,1173464,2347200,2347200,105760,1067976,24450,,,,,8,12,0,,,,,,,,,,0.545,52
M6583,D2538 over river,Bridge,Bridge Cellular,8/18/2021,Sekhukhune,,,6/30/2022,8/18/2021,1235140,2496851,2891213,214080,1441992,24450,,,,,21.5,5.5,0,,,,,,,,,,0.501,57
NB007,P135/1 over Nzhelele river,Bridge,Bridge,8/12/2021,Vhembe,,,6/30/2022,8/12/2021,11308903,22935903,24641060,814500,12517661,30100,75.8,10.8,7.7,,,,,,,,,,,,,1,0.492,52
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,Waterberg,,,6/30/2022,6/30/2021,795259,1542751,1949888,267430,887199,24450,,,,,14.5,5.5,0.2,,,,,,,,,,0.545,52
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,Waterberg,,,6/30/2022,8/13/2021,1391486,2300596,3036690,263510,1381694,24450,,,,,23,5.4,0,,,,,,,,,,0.545,52
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/13/2021,102294,832474,1369200,643920,622986,24450,,,,,10,5.6,0,,,,,,,,,,0.545,52
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/13/2021,337131,674250,833745,117260,379354,24450,,,,,6.2,5.5,0.6,,,,,,,,,,0.545,52
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,Waterberg,,,6/30/2022,6/29/2021,1476173,3133745,3554208,73462,2004573,30100,24.6,4.8,2.3,,,,,,,,,,,,,1,0.436,66
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,Waterberg,,,6/30/2022,6/29/2021,4540223,6697864,8863125,290180,4032722,24450,,,,,29,12.5,0,,,,,,,,,,0.545,52
NB014,P277/1 over Mutale river,Bridge,Bridge,8/11/2021,Vhembe,,,6/30/2022,8/11/2021,47330513,75215018,76492440,94800,29067127,45140,124.6,13.6,9.9,,,,,,,,,,,,,1,0.62,38
NB015,P277/1 over Mutshindudi river,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,3121779,6345080,6345080,0,3223301,30100,17,12.4,4,,,,,,,,,,,,,1,0.492,52
NB016,P277/1 Tshinane river,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,20184651,39495052,41438520,203100,21050769,45140,60,15.3,10.8,,,,,,,,,,,,,1,0.492,52
NB017,P277/1 over river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,1993389,3880272,4119185,33250,2092546,30100,11.5,11.9,4,,,,,,,,,,,,,1,0.492,52
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,6604020,12741134,13956770,262710,7090038,30100,36.8,12.6,5.1,,,,,,,,,,,,,1,0.492,52
NB019,P278/1 over Khandanama river,Bridge,Bridge,9/4/2021,Vhembe,,,6/30/2022,9/4/2021,7993075,15586449,16276580,15000,8268500,30100,51.5,10.5,4.5,,,,,,,,,,,,,1,0.492,52
NB020,P278/1 over river,Bridge,Bridge,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,5248294,11025310,11433490,376980,5808211,30100,35.5,10.7,3.53,,,,,,,,,,,,,1,0.492,52
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,Waterberg,,,6/30/2022,7/15/2021,1962692,3543736,4552590,518470,2071428,24450,,,,,24.5,7.6,0,,,,,,,,,,0.545,52
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,Waterberg,,,6/30/2022,6/16/2021,1,1425861,2361870,2223960,1549977,24450,,,,,10.5,9.2,0,,,,,,,,,,0.344,75
NB032,D1082 over river,Major Culvert,Culvert Major,7/28/2021,Waterberg,,,6/30/2022,6/29/2021,379911,746816,1095360,217060,498389,24450,,,,,11.2,4,0,,,,,,,,,,0.545,52
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,Waterberg,,,6/30/2022,8/11/2021,1388272,2811411,3865545,718450,1758823,24450,,,,,31,5.1,0,,,,,,,,,,0.545,52
NB036,Drift on road D1200,Bridge,Bridge,8/25/2021,Capricorn,,,6/30/2022,11/4/2000,1095881,2227400,2227400,0,1131519,30100,18.5,4,0,,,,,,,,,,,,,1,0.492,52
NB037,D1200 over Mogalakwena river,Bridge,Bridge,2/7/2022,Capricorn,,,6/30/2022,9/16/2008,3723773,7568645,7568645,0,3844872,30100,53.5,4.7,1.6,,,,,,,,,,,,,1,0.492,52
NB038,D1253 over Lotanyanda River,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,3509752,7149954,7729680,293250,3926678,30100,21.4,12,2.2,,,,,,,,,,,,,1,0.492,52
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,Waterberg,,,6/30/2022,6/30/2021,2339485,4665454,5517330,88140,3089705,30100,39,4.7,4.8,,,,,,,,,,,,,1,0.44,65
NB041,D1371 over Matlabas river,Major Culvert,Culvert Major,7/21/2021,Waterberg,,,6/30/2022,7/15/2021,1388197,2539917,2569206,12020,1168989,24450,,,,,14.2,7.4,0,,,,,,,,,,0.545,52
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,Waterberg,,,6/30/2022,6/26/2021,3030719,5992187,6761664,296020,3434925,30100,43.2,5.2,2,,,,,,,,,,,,,1,0.492,52
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,Vhembe,,,6/30/2022,9/5/2021,103496,6219854,7787472,3727940,3956036,30100,52.8,4.9,3.8,,,,,,,,,,,,,1,0.492,52
NB046,D15 over river,Bridge,Bridge,8/4/2021,Capricorn,,,6/30/2022,8/4/2021,845117,1776609,2043489,160280,1038092,30100,7.3,9.3,4.46,,,,,,,,,,,,,1,0.492,52
NB049,D1603 over rooisloot river,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/3/2021,316052,1206608,1378980,133840,929088,24450,,,,,12,4.7,0,,,,,,,,,,0.326,77
NB050,D1613 over Nzhelele river.,Bridge,Bridge Cellular,2/2/2022,Vhembe,,,6/30/2022,1/13/2022,13016520,13025395,15648000,30000,2601480,24450,,,,,100,6.4,0,,,,,,,,,,0.834,19
NB053,D1754 over Palala river,Bridge,Bridge,8/30/2021,Waterberg,,,6/30/2022,6/24/2021,3920647,7272638,8322048,173800,4227601,30100,57.6,4.8,3,,,,,,,,,,,,,1,0.492,52
NB058,D180 over Plat river,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/13/2021,693765,1212841,1427880,84430,649685,24450,,,,,8,7.3,0.6,,,,,,,,,,0.545,52
NB060,D19 over Rail,Bridge,Bridge,7/21/2021,Capricorn,,,6/30/2022,7/21/2021,4417470,9197202,9487520,250390,4819660,30100,19.7,16,5.8,,,,,,,,,,,,,1,0.492,52
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,Waterberg,,,6/30/2022,8/16/2021,1166590,2186147,2743314,183120,1393604,30100,21.7,4.2,2.3,,,,,,,,,,,,,1,0.492,52
NB064,D1944 over river,Bridge,Bridge,9/7/2021,Waterberg,,,6/30/2022,8/16/2021,18258609,18908014,20812340,472500,2081235,30100,51.6,13.4,6.9,,,,,,,,,,,,,1,0.9,10
NB065,D1958 over river,Bridge,Bridge,9/9/2021,Capricorn,,,6/30/2022,8/4/2021,875071,1795950,1907136,63240,968825,30100,7.2,8.8,3.8,,,,,,,,,,,,,1,0.492,52
NB066,D2018 over Mutamba river,Bridge,Bridge,8/12/2021,Vhembe,,,6/30/2022,8/12/2021,2018247,3876603,4144770,20980,2105543,30100,16.2,8.5,2.9,,,,,,,,,,,,,1,0.492,52
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,Capricorn,,,6/30/2022,8/4/2021,14497452,26480033,31076200,792040,15786712,30100,82.2,12.56,6.8,,,,,,,,,,,,,1,0.492,52
NB070,D2211 over Goud river,Bridge,Bridge,9/6/2021,Waterberg,,,6/30/2022,9/6/2021,2749250,5533175,5658800,34880,2874670,30100,23.5,8,0,,,,,,,,,,,,,1,0.492,52
NB071,D2211 over Palala river,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/9/2021,8371982,12202498,15562430,109540,7080903,24450,,,,,67,9.5,0,,,,,,,,,,0.545,52
NB072,NB072 - D240 over Blyde river,Bridge,Bridge Cellular,8/2/2021,,,,6/30/2022,8/2/2021,8740606,14846040,14846040,0,6105434,24450,,,,,132,4.6,0,,,,,,,,,,0.589,47
NB073,D2417 over river,Bridge,Bridge,9/8/2021,Waterberg,,,6/30/2022,8/16/2021,3714100,4577623,4966500,159770,1092630,30100,33,5,2.8,,,,,,,,,,,,,1,0.78,22
NB074,D2417 over Elands river.,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/16/2021,998507,1992175,2409792,314830,1096455,24450,,,,,17.6,5.6,0,,,,,,,,,,0.545,52
NB075,D2450 over river ,Major Culvert,Culvert Major,7/21/2021,Waterberg,,,6/30/2022,7/15/2021,1200254,2074959,2296833,51520,1045059,24450,,,,,12.2,7.7,0,,,,,,,,,,0.545,52
NB076,D2475 Over River,Major Culvert,Culvert Major,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,1723345,2791093,3341826,97950,1520531,24450,,,,,10.2,13.4,0.2,,,,,,,,,,0.545,52
NB079,D2575 over Palala river,Bridge,Bridge,8/30/2021,Waterberg,,,6/30/2022,6/24/2021,3230605,6521865,6701464,66515,3404344,30100,48.4,4.6,3,,,,,,,,,,,,,1,0.492,52
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,Waterberg,,,6/30/2022,6/29/2021,1446449,3239692,3669792,153580,2069763,30100,25.4,4.8,3.6,,,,,,,,,,,,,1,0.436,66
NB089,D3110 over Lephalala river tributary.,Major Culvert,Culvert Major,9/16/2021,Waterberg,,,6/30/2022,8/9/2021,2592580,4634869,4841100,45820,2202700,24450,,,,,11,18,2.8,,,,,,,,,,0.545,52
NB090,D3110 over river.,Major Culvert,Culvert Major,8/27/2021,Waterberg,,,6/30/2022,6/26/2021,3231425,5294987,5530590,24710,2274455,24450,,,,,14.5,15.6,2.5,,,,,,,,,,0.589,47
NB091,D3123 over Lephalala river tributary.,Major Culvert,Culvert Major,9/16/2021,Waterberg,,,6/30/2022,8/9/2021,1771259,3299695,3530218,152710,1606249,29350,,,,,12.4,9.7,4,,,,,,,,,,0.545,52
NB092,NB092 over river,Major Culvert,Culvert Major,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,1057857,1888572,1943775,1500,884418,24450,,,,,7.5,10.6,0.2,,,,,,,,,,0.545,52
NB093,D3150 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,1722410,3402851,3508456,3750,1782296,30100,12.4,9.4,3.5,,,,,,,,,,,,,1,0.492,52
NB094,D3150 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,5106786,10192064,10436270,27860,5301626,30100,39.4,8.8,4,,,,,,,,,,,,,1,0.492,52
NB095,D3164 over Middle Letaba river,Bridge,Bridge,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,5539869,11014288,11317600,28390,5749341,30100,47,8,4.4,,,,,,,,,,,,,1,0.492,52
NB096,D3164 over river,Bridge,Bridge,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,739682,1581271,1689212,91410,858120,30100,6.1,9.2,0,,,,,,,,,,,,,1,0.492,52
NB100,D3187 over river,Bridge,Bridge,7/27/2021,Mopani,,,6/30/2022,7/27/2021,763755,1492742,1553160,400,789005,30100,6,8.6,3.2,,,,,,,,,,,,,1,0.492,52
NB101,D3211 over river,Bridge,Bridge,7/29/2021,Mopani,,,6/30/2022,7/29/2021,1758430,3439402,3599960,12750,1828780,30100,13,9.2,4,,,,,,,,,,,,,1,0.492,52
NB102,D3248 over river,Bridge,Bridge,9/6/2021,Mopani,,,6/30/2022,9/6/2021,3143323,6102978,6448624,29400,3275901,30100,20.6,10.4,2.99,,,,,,,,,,,,,1,0.492,52
NB103,D3252 over Lerwatlou river,Bridge,Bridge,8/5/2021,Mopani,,,6/30/2022,8/5/2021,9621533,18078991,20400580,415550,10363493,30100,70.6,9.6,3,,,,,,,,,,,,,1,0.492,52
NB104,D3269 over river,Bridge,Bridge,9/9/2021,Waterberg,,,6/30/2022,8/7/2021,2596074,4686091,5576025,147330,2832621,30100,19.5,9.5,3.4,,,,,,,,,,,,,1,0.492,52
NB106,D3275 over Ga-Mmamoleka River,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,409844,638110,704160,4730,289586,24450,,,,,4.8,6,0,,,,,,,,,,0.589,47
NB107,D3275 over Mogalakwena River Tributary,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,1491505,2427779,2581920,28600,1061815,24450,,,,,17.6,6,0,,,,,,,,,,0.589,47
NB108,D3297 over river,Bridge,Bridge,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,684806,1604140,1787940,194860,908274,30100,6.6,9,4.05,,,,,,,,,,,,,1,0.492,52
NB110,D3303 over Mogalakwena River Tributary 1,Bridge,Bridge,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,1358560,3157870,3467520,347460,1761500,30100,12.8,9,4.09,,,,,,,,,,,,,1,0.492,52
NB111,D3303 over river,Bridge,Bridge,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,1493384,2833229,3711330,332590,1885356,30100,13.7,9,3.98,,,,,,,,,,,,,1,0.492,52
NB112,D3322 over Boshela River,Bridge,Bridge,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,1673522,4862543,5906162,1232310,3000330,30100,19.8,9.91,5.99,,,,,,,,,,,,,1,0.492,52
NB113,D3355 over river,Bridge,Bridge,7/19/2021,Capricorn,,,6/30/2022,7/16/2021,2244143,5691275,7455168,1423800,3787225,30100,28.8,8.6,4.46,,,,,,,,,,,,,1,0.492,52
NB114,D3355 over river,Bridge,Bridge,7/16/2021,Capricorn,,,6/30/2022,7/16/2021,1096186,2036324,2248591,10120,1142284,30100,6.67,11.2,3.56,,,,,,,,,,,,,1,0.492,52
NB115,D3364 over river,Bridge,Bridge,7/21/2021,Capricorn,,,6/30/2022,7/21/2021,1,1200740,1450519,772360,736864,30100,6.1,7.9,2.65,,,,,,,,,,,,,1,0.492,52
NB116,D3370 over river,Bridge,Bridge,7/21/2021,Capricorn,,,6/30/2022,7/21/2021,2714400,4932248,5814959,146560,2953999,30100,20.4,9.47,4.07,,,,,,,,,,,,,1,0.492,52
NB117,D3370 over river,Bridge,Bridge,7/21/2021,Capricorn,,,6/30/2022,7/21/2021,3372373,6056238,7102426,122020,3608033,30100,20.9,11.29,5.95,,,,,,,,,,,,,1,0.492,52
NB118,D3377 over river,Bridge,Bridge,7/16/2021,Capricorn,,,6/30/2022,7/16/2021,2741239,8445116,10793860,2569340,5483281,30100,32.6,11,6.67,,,,,,,,,,,,,1,0.492,52
NB124,D3500 over Mogalakwena tributary.,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/4/2021,1663495,2946633,3231312,97570,1470247,24450,,,,,11.2,11.8,0.3,,,,,,,,,,0.545,52
NB126,D3515 over Mokumole tributary.,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/5/2021,1229140,2213050,2339376,45820,1064416,24450,,,,,18.4,5.2,0,,,,,,,,,,0.545,52
NB127,D3515 over river.,Major Culvert,Culvert Major,9/3/2021,Waterberg,,,6/30/2022,8/5/2021,382070,823554,929100,124290,422740,24450,,,,,10,3.8,0,,,,,,,,,,0.545,52
NB128,D3525 over Groot-sandsloot river.,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/4/2021,41742,583243,660150,318040,300368,24450,,,,,3.6,7.5,0,,,,,,,,,,0.545,52
NB129,D3529 over river,Bridge,Bridge Cellular,9/13/2021,Waterberg,,,6/30/2022,8/4/2021,2732359,4383078,5256750,132570,2391821,24450,,,,,21.5,10,0,,,,,,,,,,0.545,52
NB131,D3561 over Mogalakwena river,Bridge,Bridge Cellular,9/13/2021,Waterberg,,,6/30/2022,8/6/2021,1460819,2473567,3058695,206170,1391706,24450,,,,,27.8,4.5,0,,,,,,,,,,0.545,52
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/6/2021,719654,1576523,1954044,345300,889090,24450,,,,,10.8,7.4,0,,,,,,,,,,0.545,52
NB133,D3576 over river,Bridge,Bridge,9/7/2021,Waterberg,,,6/30/2022,8/7/2021,1010169,1988839,2287600,115330,1162101,30100,7.6,10,5,,,,,,,,,,,,,1,0.492,52
NB134,D3576 over river,Bridge,Bridge,9/9/2021,Waterberg,,,6/30/2022,8/7/2021,1715441,2946142,3666180,88320,1862419,30100,14,8.7,4,,,,,,,,,,,,,1,0.492,52
NB136,#NAME?,Bridge,Bridge Cellular,7/29/2021,,,,6/30/2022,7/29/2021,4371080,6831333,7609818,109200,3129538,24450,,,,,25.1,12.4,0,,,,,,,,,,0.589,47
NB137,D3634 over river,Bridge,Bridge,7/29/2021,Vhembe,,,6/30/2022,7/29/2021,1814024,3571321,3873870,91920,1967926,30100,13,9.9,3.9,,,,,,,,,,,,,1,0.492,52
NB138,NB138 - D3634 over river,Major Culvert,Culvert Major,7/29/2021,,,,6/30/2022,7/29/2021,634254,1613781,1769691,562500,572937,24450,,,,,9.4,7.7,0,,,,,,,,,,0.676,37
NB139,D3635 over Nsama river,Bridge,Bridge,7/29/2021,Vhembe,,,6/30/2022,7/29/2021,2729316,10168260,10520700,2446870,5344517,30100,34.1,10.25,6.5,,,,,,,,,,,,,1,0.492,52
NB140,D3637 Over River,Major Culvert,Culvert Major,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,1847385,3267253,3423000,18150,1557465,24450,,,,,14,10,0.4,,,,,,,,,,0.545,52
NB145,D3653 Over River,Bridge,Bridge Cellular,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,1531614,2628331,2911311,55050,1324646,24450,,,,,24.4,4.88,0.3,,,,,,,,,,0.545,52
NB146,D3653 over river,Bridge,Bridge,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,1922922,3878633,4129720,108900,2097898,30100,28,4.9,3.33,,,,,,,,,,,,,1,0.492,52
NB148,D3671 over Nzhelele river,Bridge,Bridge,8/12/2021,Vhembe,,,6/30/2022,8/12/2021,10748557,21342264,22029590,90000,11191031,30100,68.4,10.7,5.5,,,,,,,,,,,,,1,0.492,52
NB149,D3672 Over River ,Bridge,Bridge Cellular,8/12/2021,Vhembe,,,6/30/2022,8/12/2021,2918122,4899385,5389269,19030,2452117,24450,,,,,21.4,10.3,0,,,,,,,,,,0.545,52
NB150,D3675 Over Nwandezi River,Bridge,Bridge Cellular,8/11/2021,Vhembe,,,6/30/2022,8/11/2021,14221322,17394454,17457300,28200,3207778,24450,,,,,70,10.2,0,,,,,,,,,,0.816,21
NB153,D3684 over Mbilili river,Bridge,Bridge,8/12/2021,Vhembe,,,6/30/2022,8/12/2021,3178883,6378127,6494376,16350,3299143,30100,18.6,11.6,3,,,,,,,,,,,,,1,0.492,52
NB154,D3685 over river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,3267001,6487712,6696648,27750,3401897,30100,21.6,10.3,1.85,,,,,,,,,,,,,1,0.492,52
NB155,D3689 over river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,9586046,18752148,19906740,208070,10112624,45140,35,12.6,11.24,,,,,,,,,,,,,1,0.492,52
NB156,D3695 over river,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,2611988,5480605,5902008,291800,2998220,30100,17.2,11.4,3.04,,,,,,,,,,,,,1,0.492,52
NB157,D3695 over river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,3029703,5860629,6357120,98000,3229417,30100,17.6,12,4.72,,,,,,,,,,,,,1,0.492,52
NB158,D3695 Over River,Major Culvert,Culvert Major,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,1019946,1923517,1956782,46500,890336,24450,,,,,8.2,9.76,0.2,,,,,,,,,,0.545,52
NB159,D3695 over river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,3338489,6725049,7260120,233490,3688141,30100,18,13.4,3,,,,,,,,,,,,,1,0.492,52
NB160,D3695 over Mutale river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,10932365,21708843,22755600,263390,11559845,30100,60,12.6,5.8,,,,,,,,,,,,,1,0.492,52
NB161,D3699 Over River,Major Culvert,Culvert Major,8/11/2021,Vhembe,,,6/30/2022,8/11/2021,1818451,2655384,2823975,363070,642454,24450,,,,,11,10.5,0,,,,,,,,,,0.773,26
NB163,D3708 Over Luvuvhu River,Major Culvert,Culvert Major,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,686425,1175602,1285092,13950,584717,24450,,,,,3.6,14.6,0.8,,,,,,,,,,0.545,52
NB164,D3712 over river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,3844645,5581784,5657596,2520,1810431,30100,14.8,12.7,5,,,,,,,,,,,,,1,0.68,32
NB167,D3717 over river,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,2159972,4032576,4449984,29420,2260592,30100,13.2,11.2,4,,,,,,,,,,,,,1,0.492,52
